id,email,password_hash,country,role,sailingExp,budgetMin,budgetMax,has_skipper_licence,createdAt,updatedAt
a4628cab-a6fd-4abe-9bc2-0479d009b85c,donna46@example.org,e9e1b42e3bfa04c87793c822b6a4e4339f20f6307f32693c58d806c21835ccdb,Italy,lessee,beginner,307000,373000,True,2025-02-02 20:04:17.439746,2025-02-02 20:04:17.439746
66ff2bcd-b053-45e1-87c1-7b62be3ec03a,garycuevas@example.com,1bd9b89fe9de31b1334abceace175bb7f8f932f0a95ed325140369e71f2603c8,Greece,lessee,none,88000,129000,True,2025-03-16 09:28:41.998906,2025-03-16 09:28:41.998906
694af700-650c-4a7a-a7db-e1d7fd03cc99,vincent74@example.org,694ac6e4865b88bfe411d45824b5a5cece02e645ff20bcf6f1875852e728bb5b,Italy,lessee,pro,245000,329000,True,2025-01-04 07:32:53.801481,2025-01-04 07:32:53.801481
171f49a4-b535-43aa-9e8d-4257e8a5dce5,rallen@example.org,68ff3d2429b690c729bffee3b499ad5306de46b2160b69c75faaa41c43416c72,UAE,lessee,intermediate,298000,443000,False,2025-06-13 14:44:03.306758,2025-06-13 14:44:03.306758
f1dcd10f-79ab-4fb3-b566-549ee931a837,schneiderjenna@example.com,d33b219363d7df85695d0efea863cbad6affbb92f8ee046d6554260713f8b7d8,USA,lessee,none,266000,305000,False,2025-09-29 21:50:11.960591,2025-09-29 21:50:11.960591
0e5300b2-368f-454e-b59e-720d76a7c6be,kelsey50@example.com,a3d09eb84d6abda7876837ce0a5909158bfc3bddd359c95940fa5b298f8dffac,Australia,lessee,pro,254000,369000,True,2025-06-27 15:54:43.721913,2025-06-27 15:54:43.721913
711cd68e-4be5-449f-b41c-2cd0516dd90b,greensharon@example.org,419a47b7e30b887ff14053c83dd55d4d864b21c27f76b44f819dfe90782bc253,UAE,lessee,pro,34000,49000,False,2025-03-13 02:28:59.733198,2025-03-13 02:28:59.733198
87993f89-354d-4bc0-8204-ad6744c2db03,cory08@example.net,2eaf2f0ee89d919a33fc202784c24c0f90b2be2bf93581867064f93da6e82d79,UAE,lessee,intermediate,89000,93000,False,2025-09-25 11:51:11.420435,2025-09-25 11:51:11.420435
0cd96410-3af9-44ba-85ce-6a681cda8fee,bmcdowell@example.org,c85d7c8cbffcbfe381218bca509da334f233087d909b918f40ad5422d98d4d1d,France,lessee,beginner,227000,337000,True,2025-06-03 02:38:34.880336,2025-06-03 02:38:34.880336
d52c3f64-6e59-41d1-b62a-b8fd3a6224b8,charlesholmes@example.com,736b4bf54b73e754b8437417a75219dc82bfbf5e1830d5d9bd6e17a3cfe2c813,Indonesia,lessee,beginner,217000,237000,False,2025-08-22 21:56:13.504476,2025-08-22 21:56:13.504476
64fdd311-5762-4cee-9181-8b2249af469c,ndavis@example.org,029c5061fe997b50affb65675ee62a3f6cfc519b7e93a425ae03e217f8cc613a,Australia,lessee,intermediate,248000,333000,False,2025-02-05 23:11:54.453635,2025-02-05 23:11:54.453635
88f51993-bc23-47eb-937c-1bcf9a859d55,igilbert@example.net,5525fef93d3e962badaa203135ebd02429dd1507b2054455b07c591cf9d51537,UAE,lessee,beginner,288000,388000,True,2025-09-12 19:10:25.336483,2025-09-12 19:10:25.336483
0881f7d8-cc7d-456e-9ca6-60781e76b56f,tracysmith@example.org,01effe6e7e85b43b0dc461390d9585d61f8d7c00b3c1536a06b6df643cd16d4c,Greece,lessee,beginner,295000,419000,True,2025-05-09 14:43:16.485747,2025-05-09 14:43:16.485747
b2eba245-0bcf-461e-b3c7-97778018db41,joanna54@example.net,32b02952c770c6fc1e1f70ab71581fc6d942042923b15629465b9013cf00c289,Italy,lessee,beginner,145000,146000,False,2025-01-05 18:30:54.546950,2025-01-05 18:30:54.546950
edd56e4c-91f3-4871-a910-cf42bb44ac67,sbenitez@example.org,2b7c6d70fa1f0aa1b73b7d410c41d6e50cc1631a25d45beb6ecbcef061b3728d,Italy,lessee,intermediate,111000,165000,True,2025-04-08 11:45:04.263358,2025-04-08 11:45:04.263358
4125180f-13ab-43ef-85ce-0881c449e090,scott44@example.org,254bb106ecce236b1713039a3c9c19cb02adac486dfc84a0248ba5e3bc8fafc1,Greece,lessee,intermediate,192000,247000,True,2025-07-28 18:10:04.939878,2025-07-28 18:10:04.939878
9b7a0fb3-14be-4745-b09a-db27b719e552,dlong@example.org,901a61f27af4c8428d96ee93536236ca1f420205206c693cfb24d58c3c5871e3,Indonesia,lessee,beginner,86000,109000,False,2025-10-27 12:20:29.560571,2025-10-27 12:20:29.560571
6c4b161f-6e2b-4449-b2df-58922cd008a0,juarezjonathan@example.org,97a0ea180d3ff9859aace8ec4482ee4b2fcd933110d1f8ca6cd826649447a33d,Italy,lessee,intermediate,301000,303000,True,2025-02-10 18:55:58.479686,2025-02-10 18:55:58.479686
3293213c-45df-4150-ad28-9a1348b6870e,catherinekidd@example.net,f019701b64d537c4abd8f3b92085dc5a615873a8542ba04fc1bd6828e84e62c4,Italy,lessee,intermediate,90000,104000,True,2025-07-31 13:30:22.863165,2025-07-31 13:30:22.863165
6679a1cc-fdb2-4a3f-bf2e-f64da8e02b46,kristen54@example.net,46124868ee76a2cbeef9b3fd83ed83401bbde59e45099092abb860e697f8d013,Australia,lessee,pro,331000,420000,False,2025-05-21 23:05:43.539264,2025-05-21 23:05:43.539264
11337c3e-2b5a-453a-be1f-01e5272c84f0,kim73@example.com,b7f3c8fb93bf956f9f3e847c80b329e11fa755fc4184a2e51ff0ef0b3199f5f1,Norway,lessee,pro,262000,275000,False,2025-01-26 22:21:08.646575,2025-01-26 22:21:08.646575
8c37e39c-d160-4b11-ae1d-3ff3d8e0f916,lisa98@example.com,353341bd722e7ef81850787cf179663dafbcc01b71e0178ecb3b7c526c1b81fa,France,lessee,none,214000,285000,False,2025-04-19 14:41:17.736516,2025-04-19 14:41:17.736516
3cdfc308-2b97-4e36-85a3-e2262c585bdd,christiangreen@example.org,5e88647ac5383199ee583e00f027c612aebda880d361a16bec692ab653513258,Greece,lessee,beginner,328000,341000,True,2025-09-15 07:34:50.950027,2025-09-15 07:34:50.950027
79a295f7-adb5-4d75-b505-33a4657d7071,michelle04@example.net,28b53008190dab5a8ffd76d05eb74ace59fe4dc0a0b7569d611d2cc6a84eed4f,France,lessee,none,152000,191000,True,2025-05-11 13:19:59.589069,2025-05-11 13:19:59.589069
419ca69a-e683-4692-a87c-30b0e3fd7583,frederick13@example.org,9633b3d33f2917e467b8c8e1b745998219c2dac8247d2d7067fbe4878d843944,USA,lessee,beginner,11000,13000,True,2025-02-23 18:43:06.836077,2025-02-23 18:43:06.836077
f90550c3-342f-4228-b03e-eb867c675b10,josephnelson@example.com,63201ae8aa97da25b258a54302aa27549f5fe70596b8cd7676232b94f88838ae,Indonesia,lessee,beginner,291000,322000,True,2025-01-18 14:15:16.830697,2025-01-18 14:15:16.830697
77ef4d87-e2ee-400c-a682-ed0586cc4641,karenhartman@example.net,151f621c9d6644b37f5213659f2b0ada98e41de6c31b896d515c161fbdbe3cfd,Greece,lessee,none,167000,192000,True,2025-06-29 00:54:18.580726,2025-06-29 00:54:18.580726
08eeac3f-ed3c-49ba-8142-900bde93199f,josephmoore@example.com,e6af750bd141c8e6fa68d049f4334d26e837af0e0ad03fd2d9e1dad3c66c4911,Italy,lessee,beginner,180000,210000,True,2025-04-15 08:18:38.433472,2025-04-15 08:18:38.433472
7053a5ff-e30b-4790-856f-573138755438,james62@example.net,ea03162725bb1c4f590ad32613c38b310f42d3b72a29186dbb6216045ddddc0c,Italy,lessee,intermediate,3000,3000,False,2025-04-03 07:41:22.248616,2025-04-03 07:41:22.248616
137ee4b0-c20c-45c8-92d9-b4a07144b2ed,robertturner@example.net,975651a85eb977244c3e9c3c00e686226dbe080b7db2800b4a20d6295c6a0710,Italy,lessee,beginner,91000,135000,True,2025-03-18 12:09:40.926865,2025-03-18 12:09:40.926865
4308f2c5-9e93-45b3-9207-f8c43043f03d,brittney19@example.org,3283471a6cf4f33a2f0e6d1a735031bef30b405f2765ceb38747bbdd00ad3719,Italy,lessee,beginner,235000,251000,True,2025-10-11 06:06:42.013021,2025-10-11 06:06:42.013021
efd6244a-e3c5-49d4-8cd7-5e159a18fa81,whitneyjoseph@example.net,c246092180319e70ec64c255ac62fabb2fb07e3c16e8619cba00a995ebea8197,Greece,lessee,none,321000,429000,False,2025-06-04 03:25:14.066803,2025-06-04 03:25:14.066803
b5d0de54-d1a7-4641-870b-30bcfe2bf09a,hardymichael@example.org,4f92ced454801ea290d432d6474d1c60d4d03bf83cc4538714f4966524c2c27e,Australia,lessee,intermediate,274000,369000,True,2025-03-27 06:25:20.870842,2025-03-27 06:25:20.870842
17c49940-92a5-4da4-8a1e-101089988f7a,andrewmoore@example.net,1e1f56f74817102560368dbc50e3e270e01e9489adcd71bdc448d8b2d6e659cf,Spain,lessee,beginner,61000,70000,False,2025-01-13 13:48:20.364954,2025-01-13 13:48:20.364954
5a833497-b29e-4272-bb26-3c6d461a9abf,qguzman@example.net,85d3629834a2c71ee2ba6e903982dd26292ec8c1696ade9777e41d0f957ef514,Greece,lessee,beginner,187000,263000,False,2025-03-15 01:11:15.399998,2025-03-15 01:11:15.399998
cf702085-ad4d-4016-bdd4-b2cfa447544c,peggy57@example.net,74e3ed6d6c463107f06b31d839cc9ac32787aa77be246f8209b22b0651f3e330,Spain,lessee,pro,100000,149000,False,2025-03-18 19:42:50.434794,2025-03-18 19:42:50.434794
a9486b0a-030a-443a-91e5-a4238c62c70e,amber79@example.com,6c699e940e07102989a8d5e2e33f384bfa284f54c5ee35d37e1c97fe82d891cd,Australia,lessee,none,169000,248000,True,2025-10-16 03:01:18.851563,2025-10-16 03:01:18.851563
0282b7c8-b836-4b7d-b097-8d0eea69069e,perkinsamber@example.net,6b98f9cfee4c671336b785630fd2b11b2e8b38e5b6ebc577d76cdf0b17ad43d2,Greece,lessee,intermediate,149000,183000,True,2025-07-03 04:48:37.586468,2025-07-03 04:48:37.586468
97e22e8a-d970-428e-82bd-922be914207a,hillelizabeth@example.org,a18664b5e6c9a0de939706f1859cf1e750b404b91d9d980a25676ddd03427bd4,Greece,lessee,pro,6000,8000,False,2025-04-26 17:04:56.279444,2025-04-26 17:04:56.279444
4ca53ce4-e4b1-4597-b1df-dc04a8b80fdf,danielpeterson@example.org,e5f0a8f69b4fba806fdf5c44e2043bf7f8f0dcd493a1eef4102f348ec033cb78,Norway,lessee,intermediate,212000,273000,False,2025-10-15 23:28:04.133811,2025-10-15 23:28:04.133811
f3e00e56-5331-4055-a231-8a3f4eb87d9d,stephaniewatson@example.com,78ad29b45310c303c40c355cc6e35120371f9aea3063801f55a72cb370668c65,France,lessee,beginner,199000,234000,True,2025-04-02 12:30:52.999220,2025-04-02 12:30:52.999220
5ef8ad2f-57e8-4a2d-8692-8ce053748dd3,yhooper@example.net,fb800c33c3d1ca3ffed33618c85382719c7304e1a1c936a25763b3c30996120f,France,lessee,intermediate,198000,282000,True,2025-04-04 12:20:30.866277,2025-04-04 12:20:30.866277
610c8d50-5d11-4a94-9b9d-791d2a4f34ca,manuel67@example.org,e613efcec6c81b2284c0252e6056eaa3e69e5aeec5a455443989ad7c565e5148,Spain,lessee,beginner,41000,49000,True,2025-04-03 20:44:46.563789,2025-04-03 20:44:46.563789
4fbb6129-84ab-40a7-ad72-151a117c9cce,melissa96@example.net,42903567b1166b8d337f1c5e23bbb9466d540d6195f2a56da7ea49f30c6a6e05,UAE,lessee,pro,251000,326000,True,2025-01-20 13:04:02.157805,2025-01-20 13:04:02.157805
55615b78-384d-46c5-88ae-2546453eb5f2,dsteele@example.com,1776a676cafcac01d4c7fb15086e7a20484ba9cb625e147b44f413775ab5d504,Indonesia,lessee,intermediate,229000,230000,True,2025-01-13 19:47:55.841423,2025-01-13 19:47:55.841423
5924196d-2f4a-4aa3-aac9-fd8affdda1b9,lauren81@example.net,bbb4ccb6f218e787082b5f8b739e46d3394498dd65b7080c125582a7a34ef791,Italy,lessee,pro,25000,26000,False,2025-03-04 01:29:01.250413,2025-03-04 01:29:01.250413
d9c89f52-918f-48aa-8989-a7c2f3f922b0,janetrodriguez@example.org,b953b602bcff72af473b4a9e620f552a88d1e7335849b52f0cc64103daf3ba87,Norway,lessee,none,66000,68000,False,2025-03-27 00:13:21.480814,2025-03-27 00:13:21.480814
1f79e9f8-b4aa-4692-9442-063fe5e8565a,wramirez@example.com,1db83e78c79761676ec4433a025efa76f9784aea54350d10d4fdd4a52b2327b6,Greece,lessee,none,303000,356000,False,2025-03-09 23:58:35.983192,2025-03-09 23:58:35.983192
3eaaf295-a4f9-4ea0-97e3-7de5651698ad,bdiaz@example.net,9ab9c6f92cd27db8a9b46dff651028b40ecf21a4caf120b9e9e547faff4bf531,Italy,lessee,pro,230000,243000,False,2025-07-08 00:12:18.682734,2025-07-08 00:12:18.682734
8a165dbd-3760-4e70-9716-e34ce59c0c15,davidbeth@example.org,32d6a6928986c937aea0364e56bd5ea8bd050c988215e7a32430c6168caa8662,Australia,lessee,pro,282000,351000,False,2025-07-12 03:55:56.000870,2025-07-12 03:55:56.000870
495be5ec-4147-418e-a65d-d39afc9ab474,elizabethhunter@example.net,b398969ca17fd9451f930299266aec970a3320df53afc44b3385cbaeb73cc199,UAE,lessee,beginner,121000,121000,False,2025-04-06 13:19:20.395850,2025-04-06 13:19:20.395850
46cce9a7-a47b-480e-bc13-15125cb81c41,groberts@example.org,2611deebc0f4fba62924375808d68fd0f6355f049624de84c3482125af088fa1,UAE,lessee,beginner,218000,250000,True,2025-03-20 01:01:18.638625,2025-03-20 01:01:18.638625
9e293e1b-e209-4b90-8712-9035490fdfba,whitejuan@example.org,394086fa35d1b0710dbac49749f3eb0a72c6eecdacab296977056d55590d7d81,France,lessee,none,326000,389000,False,2025-01-29 00:05:37.978319,2025-01-29 00:05:37.978319
837f0d4f-a40f-42b0-a0eb-7b7d9eb2b0cb,michael57@example.net,3346195873be51491e362e82b5cb99d03590a9419708eb361ec9790b3b14349f,Greece,lessee,pro,18000,19000,False,2025-07-14 00:10:44.584897,2025-07-14 00:10:44.584897
a0ef4edd-8f4b-4805-8d0f-10b7db76edd1,kimberlyturner@example.org,eef6ed3f8ec1e7b1ee922efc65f87966f044f271eae8bc0df3ad9e33d583c72f,Greece,lessee,beginner,349000,520000,False,2025-10-26 21:11:10.625510,2025-10-26 21:11:10.625510
c816e2dc-4273-484a-864d-b03daec38ef2,joannajenkins@example.com,09e558360a9c49d04ad9d26a86a96fd5f448470507c039ba9d9adea2eedeb9de,Australia,lessee,pro,183000,250000,False,2025-05-16 20:39:42.777416,2025-05-16 20:39:42.777416
1a18b2a7-bb8f-4e82-a577-8d35aea79893,alvarezmadeline@example.org,d09b241925dbdf9cc654dc9b77503bced9f44e39e10ca08904dfaf205e5d5937,Australia,lessee,intermediate,13000,17000,False,2025-05-14 01:46:35.944732,2025-05-14 01:46:35.944732
a65e6e44-e5af-4212-8672-d5f504ae4d9d,lisa30@example.com,37f6b9c6b55b1ce8323c6bc82c1416f0e83f209ab8f4a117a297a0668ed1cd98,USA,lessee,none,168000,247000,False,2025-01-29 07:35:44.561327,2025-01-29 07:35:44.561327
f5dbe4c4-2466-4a2c-9675-91c8367d6ab7,wilsonryan@example.com,30fcabd0a8732015a3014d4eb2c0e9c7f55eb42cbfaaf360ee73b13218d7bc2b,UAE,lessee,beginner,175000,236000,True,2025-07-31 07:03:45.755046,2025-07-31 07:03:45.755046
8f8b60a5-df57-4334-94d1-63a44a2a6c90,danny02@example.net,273fa5dcaecd5b6a135ccc967643644b755844b95f3b43b69c13ae977dad71e0,Indonesia,lessee,beginner,276000,278000,False,2025-03-27 13:11:01.131310,2025-03-27 13:11:01.131310
bfcf4531-02f5-46f9-ba2c-57229c7e19de,michaelmichael@example.com,4b1f88d06acc0a497fc86f1d2eb340cd98b00d28c8a3a0c419df5d785a04f6d9,Italy,lessee,beginner,263000,272000,False,2025-04-07 19:30:23.149270,2025-04-07 19:30:23.149270
bc1a7e58-18d1-42e2-83f4-9be014d49de7,fjohnston@example.net,4175598a7e935c40734ea50b27fb8d1cb0b554f2dce075234d2f345acf22ee16,Norway,lessee,intermediate,11000,13000,False,2025-05-20 04:53:56.945040,2025-05-20 04:53:56.945040
81a4d37f-758b-4d19-b319-c894fceb38bf,james71@example.com,a8a6a24007c15bf8068dacf26b9eb4d6b298600060f97aae858e613a658af243,USA,lessee,pro,6000,6000,False,2025-09-08 23:21:01.710054,2025-09-08 23:21:01.710054
5eec7aad-b4d2-42e9-9fc2-194fd4ecdf1b,zvalentine@example.net,27100da4c28a4804b9dc855e3a1ff96999346a8a406832bd3c85fa375dffde9e,France,lessee,pro,231000,339000,False,2025-08-30 16:31:31.084063,2025-08-30 16:31:31.084063
a804ce14-cbb9-43d5-9ced-08e2a02917e9,michelleknapp@example.com,8f07edd7e4c8c6cad234abc864818b9832ffec44b4e383c93339991a2cbcac50,USA,lessee,intermediate,132000,151000,False,2025-08-11 11:41:56.717528,2025-08-11 11:41:56.717528
1e7828dd-56b1-41c8-b065-114f42d68159,penningtontimothy@example.org,f7a97d10b94d0e7c8b893c26f56be68c84516f944822fcab87b6cdea9a4beee0,USA,lessee,intermediate,154000,207000,False,2025-08-22 03:19:56.894545,2025-08-22 03:19:56.894545
ea9a9789-6a8e-488b-96ec-b98d5c98fb87,briannacarson@example.com,a06d2f4628bc58b181151dbe11c0bc345bcf80d2805811ab29b2c3a6f3fd67fb,Indonesia,lessee,beginner,214000,295000,False,2025-05-04 12:40:38.907661,2025-05-04 12:40:38.907661
7bc76c83-c923-441f-9972-50791bd3ba63,paigeduncan@example.net,0c85ea2305ad80b3a2590add8fe3dfd239e6c0c8f8c577ee2c9620bf8f51fa80,France,lessee,pro,244000,301000,True,2025-02-25 05:51:35.194772,2025-02-25 05:51:35.194772
3ed62d68-39ba-48a0-af24-47f7230f9db8,david32@example.com,560b3ed507d7cc8ff1308fbaee39b48586f809f55f779b99e504ba198e128736,Greece,lessee,pro,326000,386000,True,2025-09-08 10:27:51.642232,2025-09-08 10:27:51.642232
86a01a18-69e4-4064-966d-57d2b0a08e00,jesusdecker@example.org,e230a7c1939baf8f1b3dde16abb1891d85adb936c652d35e8afb9e385ce4df0a,Indonesia,lessee,beginner,137000,173000,True,2025-09-09 13:53:05.539082,2025-09-09 13:53:05.539082
eb2c55dc-ea57-41bd-b5a2-c1c2851c43d9,galvarado@example.com,746fef524328212acb1a1a6710ba288c0db2880cf3e2b136345626de11b61edc,Greece,lessee,intermediate,330000,397000,True,2025-05-22 21:58:25.800518,2025-05-22 21:58:25.800518
9bb26ae0-0b16-44e5-9de1-0688b789b8ab,adam82@example.net,169c9a0f09f926e6bf1a52b7a476f822cdab19a74f1ac63136e65121b71a2ba3,Spain,lessee,pro,6000,8000,True,2025-08-09 15:38:41.286239,2025-08-09 15:38:41.286239
afc025cd-4fa2-48b5-8419-9b1e8b38dcad,vhicks@example.net,43d39e5481e32274a803ad81ddf0d093c133baa166c383a61283d52289d73dea,Indonesia,lessee,none,41000,61000,True,2025-03-02 04:15:56.261611,2025-03-02 04:15:56.261611
12f61782-79f6-4854-b78a-12642ffb1310,jamesramos@example.org,4a65bacbcc5044cd3d368b5d872ad52d665aac19a75961e9796d74b1d8594310,Indonesia,lessee,beginner,308000,357000,True,2025-04-25 14:39:48.035744,2025-04-25 14:39:48.035744
9fb5f1f1-d1fb-4b64-aea2-d907320b145c,campbellrodney@example.net,73d8aa9506be9eb3a2071e89a18047fa844a6c21641f4881a9b2432e767d250d,Australia,lessee,pro,38000,40000,False,2025-05-21 13:40:28.055436,2025-05-21 13:40:28.055436
7fac3253-2a03-4f85-9593-2cf9fed604de,amandamyers@example.com,839e69947c8f1e34285fb8f4a13b012d62651fc55cf32b6ec0be1574c9ecc42e,Indonesia,lessee,none,307000,459000,False,2025-05-28 19:58:36.139619,2025-05-28 19:58:36.139619
3e1a886e-3f56-4d60-97c7-bf860e413eaf,christopher88@example.net,2dc3ef1bebd6fc53dbe5b544d70d5d1fe98fdf5bc584edb3aa39f8372693fc33,Australia,lessee,pro,196000,246000,False,2025-01-15 06:53:35.500479,2025-01-15 06:53:35.500479
d769af1c-2b6d-4c94-9996-2ddbb008b016,aterry@example.com,45476c666660418e4dcd5c2cb91efeac90ac656f9b1f84c600922eee47cdcda9,Spain,lessee,pro,126000,173000,True,2025-09-08 20:31:52.047393,2025-09-08 20:31:52.047393
77aea2bc-d52e-4a09-9d13-d7f279abc8b6,joshuahernandez@example.net,656a301fcc657ff1a3ab24c1a52d4abed59a8081d78fb565821ea299113b31db,Spain,lessee,pro,210000,262000,True,2025-04-02 15:11:18.747844,2025-04-02 15:11:18.747844
0e3f48de-8407-4d1e-be18-c45f01aab05b,obrewer@example.org,6cc9a43823a91934675dfa41ad74abf705f224537cea09e0b131ba63ed27f794,Indonesia,lessee,none,186000,245000,False,2025-08-22 20:51:15.368376,2025-08-22 20:51:15.368376
987b59e2-07c1-4d87-a1a0-d573263ebf27,qbullock@example.net,b953a1baedc7921aebba534bde3e5ce311fe778d2d896eafaf9b4cb0fcf96470,USA,lessee,intermediate,116000,159000,True,2025-10-22 09:38:33.533529,2025-10-22 09:38:33.533529
f572b0da-bf7d-470d-a411-f618ce2fc937,jessica39@example.net,2ce8b7dbf209053abb1dd019453fd6f6fa7bf70b95313e9dcc33c4376b884c28,USA,lessee,none,231000,307000,True,2025-06-16 15:06:03.775718,2025-06-16 15:06:03.775718
c88a59d3-a289-421b-ba46-ad2f68f94b5b,troy18@example.org,13f828b65fc1ebfbb780926a8f009e895ba000e036cd3f3cd0ce7b07f60e70fa,Spain,lessee,pro,197000,249000,False,2025-04-16 07:36:40.437645,2025-04-16 07:36:40.437645
3a174ff2-1591-4cac-8844-d1b9cefc8b8d,rblair@example.com,80a29a774e5925d8df834f9f877f31d7752dc5adbd63cf77901394b8642f36af,UAE,lessee,intermediate,261000,321000,True,2025-06-25 06:51:52.437041,2025-06-25 06:51:52.437041
1d04940b-b69b-4789-8990-a3373949e1bf,johnsonsean@example.org,ab761d48af07093affdb73b493e642726e3a7d2718556bb4f1ce1da3bb28aad1,Norway,lessee,intermediate,309000,357000,False,2025-02-04 03:52:02.687510,2025-02-04 03:52:02.687510
b79a8a37-9b30-4f93-9fc2-72d1e22c4b3c,davisstephanie@example.net,a051ab4a5881c62ff9c187a6a8f427506ad0803933b26824b392311a34adb8b2,Australia,lessee,intermediate,1000,1000,True,2025-03-15 06:40:21.238926,2025-03-15 06:40:21.238926
